GROUP	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Aeromonadaceae|g_Aeromonas	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Alteromonadaceae|g_Alteromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae	0	0	0	5859	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33696	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	2	0	1	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	1	1	0	0	0	11	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	4	8	0	0	0	2	7147	2	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6316	0	0	0	0	0	0	0	0	0	0	0	0	8	0	297	0	0	1	2	0	1	0	0	0	0	1	1	0	10	0	2	0	1	0	1	0	0	0	337	0	0	4	0	0	0	0	2	0	0	1	1	0	7	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1752	5	5	15	0	0	0	0	0	0	0	1	220	0	2	5	1251	0	0	0	0	0	1	0	118	0	5	2	5	7128	1	6	2	1	0	0	0	0	2	8	0	0	0	1	5	3	8	1739	0	0	9	1	0	0	1	1	0	2	0	0	0	6	0	1	0	0	0	1	3	0	8	174910	0	0	0	4	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Enterobacter	0	0	0	41092	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	10	0	0	1	0	0	5	0	0	0	0	0	1	0	0	1	2	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	2	1	0	0	0	0	0	0	0	3	1	0	1	0	0	2	0	0	0	0	0	1	0	1	1	0	3	0	0	0	5	5	9	0	33	30	0	0	3	1	15	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	19663	0	0	0	0	2	1	0	0	0	0	0	1	8	0	0	0	1	1	1	4	0	0	1	0	0	0	2	24377	0	3	1	0	1	0	0	0	0	0	0	1	0	0	25779	0	0	12	7	0	6	5	1	0	0	4	0	0	638	0	9	0	3	0	1	0	7	1	112830	5	2	1817	1	0	0	6	2	7	2	4	0	3	3	0	2	8	2	0	0	0	0	1	10	0	0	0	2	0	1	0	0	0	2	16	0	0	5	1	1	3	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	13	0	0	1	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	0	1	0	0	0	0	0	1	9	1	0	0	0	1	0	0	4	0	11	8923	4	1	0	0	1001	4	2	1	0	0	0	0	0	0	0	0	1	4	0	1	11	1	9349	0	0	0	0	0	8	0	4	0	0	1	7	0	2	0	5	0	0	0	1	0	0	0	21	2	0	0	2	0	4	2	8	2	0	3	5	1	0	0	0	0	0	1	3	1	3	2	1	6	0	0	1	2
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia-Shigella	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4703	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	108	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Klebsiella	0	0	0	0	0	867	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	59522	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	2	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	5	7	0	0	0	1	1	0	0	0	0	0	1	0	0	17	18078	0	2	1	0	0	0	0	0	0	0	0	0	12	0	178711	0	0	99	7	1	5	9	2	1	1	0	1	1	4830	3	1	0	9	0	1	0	5	2	143347	3	1	14	4	0	1	10	4	14	5	10	2	5	23	2	3	13	1	1	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3080	0	0	5	0	0	0	0	1	0	0	0	165	0	0	1	2040	0	0	0	0	0	0	3	598	0	0	0	11	267	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	501	0	0	0	0	0	7	1	2	3	2	2	8	0	1	0	0	2	0	1	2	2	13	14	175923	0	0	1	16	1	4	3	14	0	0	5	10	3	1	0	0	2	1	2	6	0	7	5	1	5	0	0	3	4
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Pluralibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	11817	1	0	0	0	0	0	1	1	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Erwiniaceae|g_Pantoea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	21526	1	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	2	0	0	0	1	0	2	0	0	1	1	0	1	0	1	0	1	0	2	2	33677	1	8	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae	0	1	9	0	1	0	6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	15	0	0	23	1	0	1	0	2	1	0	0	0	0	0	22	2	1	0	0	0	1	0	0	0	0	0	0	0	68	0	0	0	1	17	0	1	70	119	105	0	87	139	0	0	104	0	0	0	0	1	19	0	0	33	7	0	31	0	3	59	0	0	0	37	3	42	13	0	78	26	0	0	0	9	61	78	0	1	2	23	0	2	1	0	8	31	0	0	0	5	0	0	0	0	0	0	0	0	2	0	6	0	0	1	0	47	0	0	0	0	0	0	2	65	5	0	2	0	3	2	0	20	0	0	2	27	0	0	6	1	0	0	0	17	14	0	9	0	0	0	0	2	1	4	4	8	0	3	0	19	0	1	0	0	12	1	0	0	2	1	0	0	0	0	0	0	3	0	0	3	7	9	0	3	3	0	0	0	0	0	0	16	20	0	0	0	0	0	0	2	0	41	250	0	0	0	0	0	2	0	85	0	0	0	68	0	0	0	0	1	0	0	0	0	0	191	0	2	2	64	0	0	0	3	1	22	0	0	0	39	0	0	2	6	13	5	1	0	0	0	1	0	6	3	11	0	66	0	4	5	0	0	2	9	0	0	5	1	0	0	1	114	2	0	7	20	0	5	5	0	14	159	7	37	9	0	24	0	15	0	11	2	49	5	590	836	790	7	32	14	10	29	17	1	6	9	2	184	331	5	11	9	9	0	40	84	33	3	31	179	231	17	0	54	252	39	74	89	61	58	66	80	1051	0	13	10	0	0	17	20	1	15	46	858	408	1	0	0	0	0	1	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	22	0	11	0	0	1	179	4	0	66	0	0	0	0	6	0	0	0	0	56	0	0	0	0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae|g_Actinobacillus	0	256	0	0	3	1	10	0	0	0	0	0	0	0	1	4	1	3	0	0	3	25	0	0	5	1	0	2	0	1	12	0	0	0	0	0	3	0	0	0	0	0	4	0	0	1	0	0	0	0	180	0	0	0	13	0	0	86	0	0	0	0	185	0	1	0	1	0	0	0	12	0	0	1	3	0	13	80	0	0	0	2	7	0	0	20	1	21	2	0	2	4	0	0	0	2	0	90	12	0	0	0	0	59	0	0	165	2	2	0	0	18	0	0	0	0	0	0	1	0	1	0	0	6	0	0	0	0	1	0	0	2	0	107	0	135	0	3	1	0	7	45	0	5	1774	5	1	501	0	0	0	2	22	70	0	84	55	0	0	0	2	0	0	11	1	38	310	1	0	33	96	16	0	0	35	3	230	3	0	231	2	0	0	0	6	12	0	0	40	212	2	35	6	62	4	616	57	0	0	0	5	3	0	817	243	2	0	0	0	2	0	0	0	0	30	1	6	0	0	0	50	3604	3	461	0	1	2073	3	0	0	1	0	0	0	1	0	0	167	0	40	3	4402	5	0	24	0	0	63	0	0	0	77	7	0	287	47	30	172	792	247	0	0	82	9	1003	233	451	23	1	0	172	206	0	1	21	32	1	168	74	36	1	111	33	18	92	104	25	3	0	173	85	240	0	25	94	179	4	9	2	30	132	1	144	39	103	2	0	0	3	0	28	525	8	3	0	2	9	1173	0	0	4	14	352	0	1414	2	0	250	44	0	74	0	3	1	1	1	28	0	1	64	0	95	3	18	4	0	2	2	0	0	4	20	15	123	1	9	0	0	0	22	888	0	1	2	2748	0	0	0	0	2	13	0	0	0	0	3	1	0	7	0	69	0	0	0	233	0	0	79	508	136	0	11	5	0	0	0	0	0	0	0	0	38	0	0	0	0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae|g_Aggregatibacter	0	3	33	0	0	1	5	0	0	0	0	0	0	0	0	165	1	1	0	0	0	12	0	0	95	175	0	1	10	13	1	0	1	0	0	0	100	2	0	2	0	0	2	0	0	0	0	0	0	0	39	0	0	0	4	0	0	3	1	7	6	0	58	5	6	0	4	0	0	0	2	11	1	28	7	4	3	55	2	0	0	5	1	0	0	1	0	1	2	0	9	0	0	0	0	8	8	19	0	0	0	2	0	8	6	0	7	2	14	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	9	0	1	0	0	0	49	0	6	155	1	1	0	1	277	0	166	9	0	3	244	3	0	0	0	2	0	0	46	2	0	39	0	6	0	0	13	0	64	1	5	3	3	45	38	0	5	0	0	27	3	35	65	12	2	2	0	5	0	2	0	1	6	17	4	2	98	0	21	36	0	0	0	0	0	0	15	62	12	0	33	0	0	3	0	2	140	392	0	2	22	0	0	137	9	26	10	0	0	60	0	0	0	17	0	0	0	0	0	0	166	0	10	27	1009	6	0	27	11	4	20	1	0	0	30	1	0	38	4	22	20	0	2	4	0	0	3	13	4	17	4	291	0	8	14	0	0	8	14	0	10	4	9	0	4	3	6	1	2	33	90	1	15	8	1	64	31	16	40	2	17	75	40	32	0	5	0	16	1	36	32	38	0	8	18	79	15	24	1	1	2	0	7	20	1	15	2	0	1	12	14	6	0	18	8	15	2	1	0	32	2	4	187	5	2	3	3	63	0	10	2	0	0	2	14	3	6	89	39	20	0	14	15	38	3	0	0	30	0	0	0	0	0	3	0	0	0	6	0	0	0	4	0	11	0	2	0	6	0	0	8	49	14	0	4	0	0	3	0	2	0	0	0	3	40	0	0	0	0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae|g_Haemophilus	44	1791	458	1	22	75	30	2	0	6	0	7	3	0	33	571	2	138	3	0	64	318	0	24	220	1160	1	221	3837	122	1699	13	118	0	12	0	1011	20	2	17	4	0	60	1	7	176	1	0	6	3	3564	0	1	1	4877	86	0	1143	352	631	453	1	746	742	139	0	1230	0	0	3	791	241	83	158	2470	165	408	532	160	0	46	403	253	0	1136	297	24	247	90	0	692	254	0	0	0	281	668	961	33	2	43	185	464	433	743	0	143	234	95	0	0	33	0	177	0	0	2	2	469	0	4481	0	9	69	0	99	14	58	14	4	50	580	4	3820	182	1922	710	21	35	3	107	333	1	297	784	93	131	364	65	0	346	9189	223	1457	0	384	550	9	66	0	190	0	0	123	68	1309	718	30	396	54	290	744	67	788	25	77	1220	565	81	6613	130	19	45	33	308	51	32	22	68	434	143	1253	454	619	19	1052	6624	15	23	0	29	90	131	1214	6865	214	3	8864	0	339	6	68	5	208	2491	3	18	39	0	0	763	852	2426	950	8829	0	7530	33	0	0	247	420	0	120	6	6	24	8965	0	198	515	20904	313	2	238	430	81	627	0	0	1	250	26	3	1164	37	6903	281	308	350	109	2	60	288	344	1901	1887	203	228	0	1996	1377	3	6	368	479	1	296	51	177	4	206	511	582	151	106	647	383	84	366	385	299	229	685	2109	456	104	93	1250	137	701	14	474	109	1722	29	3080	4315	3805	41	621	565	182	1434	4	779	50	1584	46	964	1919	77	1388	317	374	184	276	1407	217	25	795	856	1256	103	54	772	8976	201	650	947	310	835	317	573	4996	5	153	170	3	14	89	159	22	605	435	4185	1923	5	938	67	544	127	1	1	2605	11	0	3	2	5	212	4	0	0	352	9	1	21	11	0	82	1	140	2	2725	0	2	1415	4157	676	2	1233	11	2	18	0	74	1	2	7	15	1037	0	2	3	4
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pectobacteriaceae|g_Pectobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1105	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
