Phylum	SMPL0	SMPL1	SMPL10	SMPL100	SMPL101	SMPL102	SMPL103	SMPL104	SMPL105	SMPL106	SMPL107	SMPL108	SMPL109	SMPL11	SMPL110	SMPL111	SMPL112	SMPL113	SMPL114	SMPL115	SMPL116	SMPL117	SMPL118	SMPL119	SMPL12	SMPL120	SMPL121	SMPL122	SMPL123	SMPL124	SMPL125	SMPL126	SMPL127	SMPL128	SMPL129	SMPL13	SMPL130	SMPL131	SMPL132	SMPL133	SMPL134	SMPL135	SMPL136	SMPL137	SMPL138	SMPL139	SMPL14	SMPL140	SMPL141	SMPL142	SMPL143	SMPL144	SMPL145	SMPL146	SMPL147	SMPL148	SMPL149	SMPL15	SMPL150	SMPL151	SMPL152	SMPL153	SMPL154	SMPL155	SMPL156	SMPL157	SMPL158	SMPL159	SMPL16	SMPL160	SMPL161	SMPL162	SMPL163	SMPL164	SMPL165	SMPL166	SMPL167	SMPL168	SMPL169	SMPL17	SMPL170	SMPL171	SMPL172	SMPL173	SMPL174	SMPL175	SMPL176	SMPL177	SMPL178	SMPL179	SMPL18	SMPL180	SMPL181	SMPL182	SMPL183	SMPL184	SMPL185	SMPL186	SMPL187	SMPL188	SMPL189	SMPL19	SMPL190	SMPL191	SMPL192	SMPL193	SMPL194	SMPL195	SMPL196	SMPL197	SMPL198	SMPL199	SMPL2	SMPL20	SMPL200	SMPL201	SMPL202	SMPL203	SMPL204	SMPL205	SMPL206	SMPL207	SMPL208	SMPL209	SMPL21	SMPL210	SMPL211	SMPL212	SMPL213	SMPL214	SMPL215	SMPL216	SMPL217	SMPL218	SMPL219	SMPL22	SMPL220	SMPL221	SMPL222	SMPL223	SMPL224	SMPL225	SMPL226	SMPL227	SMPL228	SMPL229	SMPL23	SMPL230	SMPL231	SMPL232	SMPL233	SMPL234	SMPL235	SMPL236	SMPL237	SMPL238	SMPL239	SMPL24	SMPL240	SMPL241	SMPL242	SMPL243	SMPL244	SMPL245	SMPL246	SMPL247	SMPL248	SMPL249	SMPL25	SMPL250	SMPL251	SMPL252	SMPL253	SMPL254	SMPL255	SMPL256	SMPL257	SMPL258	SMPL259	SMPL26	SMPL260	SMPL261	SMPL262	SMPL263	SMPL264	SMPL265	SMPL266	SMPL267	SMPL268	SMPL269	SMPL27	SMPL270	SMPL271	SMPL272	SMPL273	SMPL274	SMPL275	SMPL276	SMPL277	SMPL278	SMPL279	SMPL28	SMPL280	SMPL281	SMPL282	SMPL283	SMPL284	SMPL285	SMPL286	SMPL287	SMPL288	SMPL289	SMPL29	SMPL290	SMPL291	SMPL292	SMPL293	SMPL294	SMPL295	SMPL296	SMPL297	SMPL298	SMPL299	SMPL3	SMPL30	SMPL300	SMPL301	SMPL302	SMPL303	SMPL304	SMPL305	SMPL306	SMPL307	SMPL308	SMPL309	SMPL31	SMPL310	SMPL311	SMPL312	SMPL313	SMPL314	SMPL315	SMPL316	SMPL317	SMPL318	SMPL319	SMPL32	SMPL320	SMPL321	SMPL322	SMPL323	SMPL324	SMPL325	SMPL326	SMPL327	SMPL328	SMPL329	SMPL33	SMPL330	SMPL331	SMPL332	SMPL333	SMPL334	SMPL335	SMPL336	SMPL337	SMPL338	SMPL339	SMPL34	SMPL340	SMPL341	SMPL342	SMPL343	SMPL344	SMPL345	SMPL346	SMPL347	SMPL348	SMPL349	SMPL35	SMPL350	SMPL351	SMPL352	SMPL353	SMPL354	SMPL355	SMPL356	SMPL357	SMPL358	SMPL359	SMPL36	SMPL360	SMPL361	SMPL362	SMPL363	SMPL364	SMPL365	SMPL366	SMPL367	SMPL368	SMPL369	SMPL37	SMPL370	SMPL371	SMPL372	SMPL373	SMPL374	SMPL375	SMPL376	SMPL377	SMPL378	SMPL379	SMPL38	SMPL380	SMPL381	SMPL382	SMPL383	SMPL384	SMPL385	SMPL386	SMPL387	SMPL388	SMPL389	SMPL39	SMPL390	SMPL391	SMPL392	SMPL393	SMPL394	SMPL395	SMPL396	SMPL397	SMPL398	SMPL399	SMPL4	SMPL40	SMPL400	SMPL401	SMPL402	SMPL403	SMPL404	SMPL405	SMPL406	SMPL407	SMPL408	SMPL409	SMPL41	SMPL410	SMPL411	SMPL412	SMPL413	SMPL414	SMPL415	SMPL416	SMPL417	SMPL418	SMPL419	SMPL42	SMPL420	SMPL421	SMPL422	SMPL423	SMPL424	SMPL425	SMPL426	SMPL427	SMPL428	SMPL429	SMPL43	SMPL430	SMPL431	SMPL432	SMPL433	SMPL434	SMPL435	SMPL436	SMPL437	SMPL438	SMPL439	SMPL44	SMPL440	SMPL441	SMPL442	SMPL443	SMPL444	SMPL445	SMPL446	SMPL447	SMPL448	SMPL449	SMPL45	SMPL450	SMPL451	SMPL452	SMPL453	SMPL454	SMPL455	SMPL456	SMPL457	SMPL458	SMPL459	SMPL46	SMPL460	SMPL461	SMPL462	SMPL463	SMPL464	SMPL465	SMPL466	SMPL467	SMPL468	SMPL469	SMPL47	SMPL470	SMPL471	SMPL472	SMPL473	SMPL474	SMPL475	SMPL476	SMPL477	SMPL478	SMPL479	SMPL48	SMPL480	SMPL481	SMPL482	SMPL483	SMPL484	SMPL485	SMPL486	SMPL487	SMPL488	SMPL489	SMPL49	SMPL490	SMPL491	SMPL492	SMPL493	SMPL494	SMPL495	SMPL496	SMPL497	SMPL498	SMPL499	SMPL5	SMPL50	SMPL500	SMPL501	SMPL502	SMPL503	SMPL504	SMPL505	SMPL506	SMPL507	SMPL508	SMPL509	SMPL51	SMPL510	SMPL511	SMPL512	SMPL513	SMPL514	SMPL515	SMPL516	SMPL517	SMPL518	SMPL519	SMPL52	SMPL520	SMPL521	SMPL522	SMPL523	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL60	SMPL61	SMPL62	SMPL63	SMPL64	SMPL65	SMPL66	SMPL67	SMPL68	SMPL69	SMPL7	SMPL70	SMPL71	SMPL72	SMPL73	SMPL74	SMPL75	SMPL76	SMPL77	SMPL78	SMPL79	SMPL8	SMPL80	SMPL81	SMPL82	SMPL83	SMPL84	SMPL85	SMPL86	SMPL87	SMPL88	SMPL89	SMPL9	SMPL90	SMPL91	SMPL92	SMPL93	SMPL94	SMPL95	SMPL96	SMPL97	SMPL98	SMPL99
Bacteria;?	2	11	2	2	135	726	1	2	32	30	0	1	0	88	0	17	8	0	20	126	1	141	1	0	9	0	173	0	1	1690	1935	1	63	68	6	25	59	6	411	2	1	0	203	20	3	2	465	0	2	107	0	0	13	2	0	0	2	165	0	0	0	4	8	5	0	268	167	1	466	205	124	9	39	39	18	0	48	1156	78	1	16	4	134	155	36	19	0	13	0	0	0	81	313	58	165	380	25	0	132	128	7	1	81	72	21	251	36	66	197	24	84	17	1	3	2	35	9	5	1944	67	50	94	175	40	26	300	2	121	81	34	36	3	8	0	13	28	159	94	156	0	104	0	13	3	33	5	0	5	1130	0	0	430	0	0	42	86	760	254	148	24	2	141	20	20	0	71	216	0	7	2	12	0	0	594	3	0	19	107	3205	3	19	1	63	620	8	157	26	0	2	72	0	1	1	116	27	172	337	39	402	9	1	67	49	31	39	78	225	654	56	0	121	88	0	1	0	108	380	0	100	78	299	7	2055	0	0	8	958	2	58	193	194	56	198	75	9	1	395	97	308	120	54	4	878	130	213	0	19	0	0	23	2	0	34	88	8	17	69	28	0	847	0	764	1	0	0	1	1	11	3	2	127	5	1	1	16	1	90	21	49	11	871	1	0	11	108	1	0	2	45	43	80	16	90	1	82	33	4	2	36	1	4	0	21	49	38	1024	1	32	95	1	169	3	21	13	0	0	9	22	0	3	22	2	7	37	144	82	1	0	1	2	26	87	109	0	24	0	0	0	88	123	0	2	2	3	0	6	0	22	0	0	0	9	7	1	16	1	0	0	21	0	21	0	0	121	0	1	33	0	4	5	21	561	17	0	102	6	0	4	0	26	31	2	0	0	11	561	0	0	0	0	0	445	5	28	2	12	0	1	0	27	1	6	0	0	1	109	0	1	14	15	4	6	16	160	5	1	1	0	0	1076	162	73	158	0	54	41	253	181	17	243	9	42	4	310	7	0	0	0	26	130	62	78	370	46	2	0	13	0	18	0	618	0	793	0	0	0	0	0	1	0	0	0	2	3	0	16	12	1	37	0	0	0	0	0	0	0	0	142	18	3	27	1	0	12	3	13	117	122	0	52	71	168	210	12	0	0	25	0	7	0	0	0	1	0	1	0	21	0	14	53	0	5	5	5	90	0	3	0	4	1	440	86	990	783
Bacteria;Actinobacteria	1	192	329	0	35	1	3	4	12	96	1	2	15	214	0	15	3	0	3	4	0	589	11	0	1	8	21	0	4	118	308	1	25	722	12	94	1619	261	97	0	0	0	105	31	0	0	33	0	0	7	0	2	5	2	0	0	1	120	0	0	0	2	1	43	4	337	37	5	0	16	7	60	38	17	53	0	46	12	10	0	50	0	65	139	0	174	0	28	0	0	0	295	111	364	295	167	41	2	246	15	13	22	77	0	59	76	55	2	163	521	162	15	0	4	7	9	21	497	54	161	24	23	40	24	8	173	248	265	194	10	277	0	5	8	42	578	186	348	1546	5	6	0	11	2	78	0	0	78	167	0	354	333	0	0	58	123	273	5	296	91	0	8	37	14	6	976	623	0	3	18	3	0	0	268	0	0	58	55	414	23	4	1	3	215	5	113	0	0	2	29	0	0	0	163	45	164	389	54	29	33	0	1	15	24	39	3	71	319	37	0	117	100	0	0	0	80	68	0	502	2	89	2	62	1	0	9	393	0	49	30	850	4	25	7	54	0	19	23	38	127	11	40	287	29	71	11	404	0	0	4	0	0	126	18	3	90	32	1	0	576	1	191	2	0	0	25	3	18	3	0	115	8	0	0	1	1	56	14	657	1	62	2	4	1	2	1	0	2	32	131	17	33	40	14	94	140	2	1	46	2	0	0	3	11	58	14	19	19	40	43	204	213	3	27	0	0	6	22	0	1	19	0	6	3	16	2	4	0	0	1	185	20	259	3	165	0	0	0	25	11	2	1	0	0	0	4	0	6	0	2	0	24	1	4	4	0	0	0	59	0	49	0	0	221	0	0	16	0	11	0	55	326	29	0	4	4	0	2	3	92	7	0	0	0	0	250	0	0	0	0	0	136	61	97	0	115	0	0	1	121	1	76	8	39	57	21	1	0	19	26	15	56	1	523	3	0	1	0	0	36	20	825	146	0	65	747	60	1493	17	36	0	36	20	15	14	0	1	0	23	6	60	15	37	25	0	0	0	0	1	0	48	0	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	88	3	19	21	4	0	7	1	4	90	55	0	2	606	38	55	9	0	0	1	0	47	0	0	0	0	0	6	0	16	0	14	13	0	110	1	271	20	1	104	8	36	1	17	3	379	56
Bacteria;Actinobacteriota	404	1419	725	15	6901	1784	131	1438	1228	1388	38	1544	323	15861	1	198	317	1	159	17731	38	18315	51	0	246	912	1540	2	99	7373	13098	90	851	1564	850	2656	4812	762	12547	0	11	1	3157	832	79	30	4753	135	1	2665	30	121	719	74	0	5	7	10302	0	4	0	54	158	9457	62	3340	5731	762	495	6091	2013	5095	2118	1296	976	1	2270	1788	15736	151	2059	28	5245	221	385	3012	0	2372	1	10	0	12770	3098	9331	2777	3729	2904	214	6784	1047	1538	647	1914	24	1866	531	1156	2306	2101	1116	1333	1902	20	405	126	1158	2877	3274	6660	24030	402	4171	958	7277	1994	16945	610	3700	8253	3244	4958	0	247	338	889	2046	7412	2889	7690	490	1434	0	647	46	2461	583	1	627	25167	4	881	11749	2	2	2625	778	8637	847	2102	3866	11	1405	3946	223	122	15899	1522	1	477	3129	344	2	6	6499	5	3	1435	3999	9099	3003	814	13	733	3467	235	1374	9	2	8	1856	0	298	11	4591	1321	4655	2791	1260	361	857	4	818	191	759	1762	308	921	6952	3518	0	1781	1178	0	14	1	1513	1401	1	8713	100	1337	63	850	777	0	233	5889	35	1087	2411	7949	882	423	577	474	10	573	4120	3391	4018	1934	722	3638	10267	3339	176	5767	8	9	1961	70	3	2011	2015	293	1456	2159	9975	27	3984	34	5881	45	2	14	1715	139	4923	114	213	826	99	2036	2758	2395	97	650	1406	1367	946	594	28	109	760	237	28	632	1379	394	311	1382	870	496	368	1287	2487	482	65	1950	570	734	118	343	1023	1507	7661	532	888	2146	556	7294	1392	97	730	3097	4	480	375	6	40	1822	507	194	2178	903	4067	2620	1141	41	39	4562	654	3710	598	9212	125	5	2	4977	2445	552	78	343	0	7	1310	0	443	14	7	11	1761	498	5695	709	203	53	25	1688	4	2033	151	0	4406	120	22	1310	6	813	23	5983	10044	3477	1	3600	19	0	89	1	650	171	0	8	10	312	5164	2	7	10	46	0	8750	2627	6685	35	3631	35	15	12	1705	88	1344	81	1675	1587	3897	20	8	544	5086	1060	7680	221	15372	385	8	18	22	9	2208	4779	11893	3705	18	6207	2583	4134	1720	340	1286	42	1893	1501	10418	884	12	38	1	5353	6900	3099	1303	1087	446	37	100	58	231	347	1	10985	0	1561	1	0	0	1	0	1	1	13	0	285	546	2	33	87	16	352	0	17	0	2	500	0	1	0	1292	4179	716	853	621	11	1463	274	1439	5412	4691	0	5431	35612	6550	3871	2417	0	0	533	0	1285	0	0	56	30	1	396	0	1736	1	585	284	1	4756	311	9227	1399	49	2735	537	1659	2	935	600	4363	2150
Bacteria;Bacteroidetes	0	0	0	0	36	8	0	0	2	1	0	0	1	37	1	0	2	0	0	1	0	29	0	0	0	10	148	0	1	3	22	0	6	3	2	9	2	0	2	0	0	0	16	0	0	0	25	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	261	0	1	4	0	3	1	0	0	0	0	5	0	0	0	0	10	1	6	0	0	37	0	0	0	3	0	5	0	0	2	0	7	2	1	1	6	0	8	45	3	0	17	1	0	20	0	0	0	1	0	2	0	3	6	8	3	56	2	0	0	7	3	329	0	0	3	0	2	1	0	144	9	0	12	0	0	0	0	0	0	1	18	0	0	109	0	0	65	0	13	0	2	0	0	0	0	0	0	1	0	0	1	2	0	0	0	31	0	0	3	12	322	0	0	0	0	18	0	25	0	0	0	49	0	1	0	13	0	45	6	0	0	1	0	31	6	1	4	0	4	8	3	0	0	3	0	0	0	0	13	0	0	11	10	0	7	0	0	0	27	0	19	61	116	2	32	4	1	0	2	1147	36	26	71	19	2	2	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	10	0	1	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	50	4	9	0	0	4	4	0	0	4	1	3	2	2	1	3	3	1	0	0	2	0	0	0	0	1	417	0	0	0	5	0	1	0	0	0	0	0	1	1	0	0	24	0	0	0	0	97	0	0	0	1	16	0	0	0	0	0	0	0	47	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	1	0	1	3	0	1	0	5	0	0	0	0	7	20	0	0	0	0	0	27	5	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	7	7	0	0	0	0	0	116	12	0	0	0	2	0	25	28	0	1	1	21	1	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	80	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	9	0	0	0	0	1	0	0	0	14	12	1	0	1	0	5	0	0	0	0	0	2	24	5	33	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	14	3
Bacteria;Bacteroidota	34	294	131	4	1239	1885	30	18	182	183	6	2	47	1455	0	31	25	0	19	2463	9	1892	4	4	37	225	1535	0	11	6867	8494	5	613	691	138	449	2633	41	1250	0	12	4	1642	51	11	166	1853	4	0	100	8	5	42	8	0	0	3	1337	0	0	1	86	18	149	76	94	6095	1	13901	5439	4235	1013	555	6622	762	1	167	16979	193	20	3350	4	1430	795	151	146	1	1067	1	0	0	1119	73	3428	791	310	302	412	424	648	654	66	1464	12	107	1117	484	349	3166	1064	16	391	123	19	185	315	68	138	119	199	745	4540	3156	3324	200	2826	392	4940	1258	343	34	28	73	34	131	156	1974	4132	605	38	752	11	407	45	107	30	0	788	22814	0	77	5175	13	72	1370	319	15343	518	653	815	3	5371	288	73	13	2110	1396	0	167	119	8	1	4	4384	0	71	859	2153	28154	277	192	24	351	4599	448	2638	162	5	3	1234	2	185	51	3506	729	2384	716	1177	557	124	23	1257	469	213	337	1835	4372	5615	10195	0	1294	2901	0	7	3	988	2799	24	1113	1545	1752	34	5225	93	0	4528	4033	13	640	7883	2966	293	791	4757	463	3	1364	6597	2515	1776	1567	449	3664	788	2755	87	1032	1	25	126	73	37	444	378	45	219	262	236	3	8500	122	3271	63	5	4	41	98	253	15	73	1071	35	188	209	255	24	729	357	371	396	1227	46	66	427	1809	101	47	130	268	333	2251	412	75	161	203	1836	68	35	366	80	215	5	122	139	299	5123	54	116	770	450	727	78	335	239	246	2	81	787	2	5859	386	109	75	4588	5837	4168	299	109	1	203	721	314	807	42	193	13	0	0	1270	678	6	11	0	6	0	83	0	51	13	11	19	106	3	21	208	23	12	2	631	1	344	7	0	492	10	4	776	2	75	4	106	4470	525	2	1062	67	3	13	5	3998	345	0	1	4	103	2338	0	2	5	9	0	4648	438	1393	138	69	53	3	1	285	124	861	165	220	436	567	2	3	57	321	24	85	275	818	86	135	12	181	148	6112	557	147	1709	14	796	875	2206	1776	293	663	538	878	119	5277	54	57	165	1	347	320	2806	319	1011	1269	10	251	10	9	33	1	6030	1	456	3	0	0	0	0	0	0	1	0	501	280	0	159	631	5	153	0	9	1	0	679	0	1	0	1425	5403	316	913	112	0	235	28	60	2653	177	0	895	1639	1879	930	139	0	0	378	0	19	0	0	4	3	1	18	0	709	0	159	49	0	51	9	137	173	29	88	7	42	0	193	243	1131	2015
Bacteria;Campylobacterota	0	28	0	0	29	20	3	2	13	83	1	1	6	56	0	2	1	0	3	361	14	204	0	0	0	6	373	0	0	622	1492	3	53	26	1	11	83	22	100	0	1	0	107	5	0	1	74	0	0	83	0	0	2	0	0	0	1	77	0	0	0	0	0	10	0	83	424	0	142	86	2	211	13	93	9	0	5	0	12	3	1	0	89	0	46	27	0	27	0	0	0	82	577	2	84	1	0	1	88	31	2	159	22	0	75	21	99	9	87	75	54	157	0	1	0	3	33	11	305	39	10	89	2	3485	26	22	11	36	127	85	24	0	8	14	42	39	108	40	99	0	23	0	0	0	4	14	0	122	1270	0	28	204	0	2	74	35	8918	29	2	8	0	40	0	0	3	21	24	0	12	1	1	0	3	359	0	0	26	103	37	59	4	0	18	55	16	64	0	0	0	20	0	0	0	51	33	101	8	12	12	2	0	50	3	3	11	4	58	103	22	0	12	13	0	0	0	21	21	0	14	6	4	0	244	6	0	6	19	0	51	288	47	7	7	17	27	0	15	72	149	51	10	15	123	15	6	0	46	0	0	5	0	0	68	38	4	10	16	105	0	102	0	180	2	0	0	1	0	5	0	3	41	3	1	2	2	1	8	1	46	3	5	59	1	39	4	0	0	6	0	3	122	30	0	2	14	23	40	0	5	1	0	0	4	3	6	90	2	9	12	3	11	6	4	6	5	0	12	22	0	2	12	3	2	527	21	29	11	1	0	0	18	11	34	0	3	0	0	0	52	50	1	0	0	0	0	0	0	0	0	0	0	10	0	8	5	4	0	0	6	0	3	0	0	56	0	0	17	0	1	0	15	83	6	0	11	0	0	0	0	3	2	0	0	0	0	53	0	0	0	0	0	118	124	7	0	25	0	0	0	2	0	5	0	11	23	26	0	0	5	5	3	638	3	35	0	0	0	0	0	28	13	16	25	1	30	14	123	48	42	10	3	6	1	145	4	0	0	0	7	8	48	10	14	7	0	0	1	0	0	0	128	0	5	0	0	0	0	0	0	0	0	0	24	0	0	2	9	0	2	0	0	0	1	1	0	0	0	76	6	3	33	2	0	154	2	123	72	50	0	985	204	8	221	4	0	0	2	0	0	0	0	0	0	0	2	0	7	0	0	45	0	8	2	5	12	1	12	0	10	1	5	11	18	139
Bacteria;Chloroflexi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Cyanobacteria	0	0	0	0	1	0	0	0	11	2	0	0	1	4406	0	0	0	0	1	6	4	1	0	0	0	0	25	0	0	0	0	0	1	1	0	3	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	4	0	0	0	3	2	0	0	6	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	97	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	16	0	0	1	0	0	1	0	2	0	0	1	2	107	7	0	0	0	0	0	0	9	0	0	89	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	22	0	0	2	1	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	1	5	0	0	3	8	0	0	0	0	0	0	0	0	0	1	0	2	1	2	0	43	1	173	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	2	0	0	0	0	16	0	1	0	62	49	0	0	0	0	0	0	44	0	1	0	0	0	0	0	0	1	0	1	52	61	30	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	9	81	1	0	0	0	0	0	0	0	0	0	0	73	1	0	0	0	0	0	0	0	34	0	0	5	0	0	3	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	1	0	0	0	1	2	1	0	0	0	278	0	0	1	0	0	1	0	15	0	1	0	1	0	0	24	66	0	0	245	3	169	6	0	2	0	0	5	13	0	0	0	0	0	1	1	1	7	0	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	2	0	3	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0
Bacteria;Deinococcota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
